Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
75,0|1|2|,329|0|34|,31.0|nan|31.0|,0.0|nan|0.0|,31.0|53.0|92.0|,329|0|34|,31.0|nan|31.0|,0.0|nan|0.0|,0|329|34|,0|0|0|,0|329|34|,0|0|0|,0|329|34|,0|0|0|,0|0|0|,0|329|34|,0|0|0|,0|0|0|,0|329|34|,0|9|11|,0|0|0|
76,0|1|2|,0|320|23|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|320|23|,nan|31.0|31.0|,nan|0.0|0.0|,0|0|343|,0|0|0|,2851|0|343|,0|0|0|,353|0|47|,0|0|0|,0|0|0|,353|0|47|,0|0|0|,0|0|0|,334|0|44|,9|0|14|,0|0|0|
77,0|1|2|,325|0|30|,31.0|nan|31.0|,0.0|nan|0.0|,31.0|53.0|92.0|,325|0|30|,31.0|nan|31.0|,0.0|nan|0.0|,0|325|30|,0|0|0|,0|325|30|,0|0|0|,0|325|30|,0|0|0|,0|0|0|,0|325|30|,0|0|0|,0|0|0|,0|325|30|,0|17|10|,0|0|0|
78,0|1|2|,0|308|20|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|308|20|,nan|31.0|31.0|,nan|0.0|0.0|,0|0|328|,0|0|0|,3475|0|328|,0|0|0|,357|0|43|,0|0|0|,0|0|0|,357|0|43|,0|0|0|,0|0|0|,345|0|42|,6|0|17|,0|0|0|
79,0|1|2|,339|0|25|,31.0|nan|31.0|,0.0|nan|0.0|,31.0|53.0|92.0|,339|0|25|,31.0|nan|31.0|,0.0|nan|0.0|,0|339|25|,0|0|0|,0|339|25|,0|0|0|,0|339|25|,0|0|0|,0|0|0|,0|339|25|,0|0|0|,0|0|0|,0|339|25|,0|13|7|,0|0|0|
80,0|1|2|,0|326|18|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|326|18|,nan|31.0|31.0|,nan|0.0|0.0|,0|0|344|,0|0|0|,2741|0|344|,0|0|0|,358|0|42|,0|0|0|,0|0|0|,358|0|42|,0|0|0|,0|0|0|,343|0|40|,8|0|16|,0|0|0|
81,0|1|2|,335|0|24|,31.0|nan|31.0|,0.0|nan|0.0|,31.0|53.0|92.0|,335|0|24|,31.0|nan|31.0|,0.0|nan|0.0|,0|335|24|,0|0|0|,0|335|24|,0|0|0|,0|335|24|,0|0|0|,0|0|0|,0|335|24|,0|0|0|,0|0|0|,0|335|24|,0|27|9|,0|0|0|
82,0|1|2|,0|308|15|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|308|15|,nan|31.0|31.0|,nan|0.0|0.0|,0|0|323|,0|0|0|,3505|0|323|,0|0|0|,360|0|40|,0|0|0|,0|0|0|,360|0|40|,0|0|0|,0|0|0|,349|0|40|,9|0|18|,0|0|0|
83,0|1|2|,340|0|22|,31.0|nan|31.0|,0.0|nan|0.0|,31.0|53.0|92.0|,340|0|22|,31.0|nan|31.0|,0.0|nan|0.0|,0|340|22|,0|0|0|,0|340|22|,0|0|0|,0|340|22|,0|0|0|,0|0|0|,0|340|22|,0|0|0|,0|0|0|,0|340|22|,0|14|6|,0|0|0|
84,0|1|2|,0|326|16|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|326|16|,nan|31.0|31.0|,nan|0.0|0.0|,0|0|342|,0|0|0|,4479|0|342|,0|0|0|,370|0|30|,0|0|0|,0|0|0|,370|0|30|,0|0|0|,0|0|0|,359|0|29|,7|0|11|,0|0|0|
85,0|1|2|,352|0|18|,31.0|nan|31.0|,0.0|nan|0.0|,31.0|53.0|92.0|,352|0|18|,31.0|nan|31.0|,0.0|nan|0.0|,0|352|18|,0|0|0|,0|352|18|,0|0|0|,0|352|18|,0|0|0|,0|0|0|,0|352|18|,0|0|0|,0|0|0|,0|352|18|,0|19|4|,0|0|0|
86,0|1|2|,0|333|14|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|333|14|,nan|31.0|31.0|,nan|0.0|0.0|,0|0|347|,0|0|0|,3543|0|347|,0|0|0|,366|0|33|,0|0|0|,0|0|0|,366|0|33|,0|0|0|,0|0|0|,358|0|32|,8|0|14|,0|0|0|
87,0|1|2|,350|0|18|,31.0|nan|31.0|,0.0|nan|0.0|,31.0|53.0|92.0|,350|0|18|,31.0|nan|31.0|,0.0|nan|0.0|,0|350|18|,0|0|0|,0|350|18|,0|0|0|,0|350|18|,0|0|0|,0|0|0|,0|350|18|,0|0|0|,0|0|0|,0|350|18|,0|24|8|,0|0|0|
88,0|1|2|,0|326|10|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|326|10|,nan|31.0|31.0|,nan|0.0|0.0|,0|0|336|,0|0|0|,2939|0|336|,0|0|0|,371|0|29|,0|0|0|,0|0|0|,371|0|29|,0|0|0|,0|0|0|,362|0|28|,9|0|17|,0|0|0|
89,0|1|2|,353|0|11|,31.0|nan|31.0|,0.0|nan|0.0|,31.0|53.0|92.0|,353|0|11|,31.0|nan|31.0|,0.0|nan|0.0|,0|353|11|,0|0|0|,0|353|11|,0|0|0|,0|353|11|,0|0|0|,0|0|0|,0|353|11|,0|0|0|,0|0|0|,0|353|11|,0|14|5|,0|0|0|
90,0|1|2|,0|339|6|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|339|6|,nan|31.0|31.0|,nan|0.0|0.0|,0|0|345|,0|0|0|,3533|0|345|,0|0|0|,361|0|39|,0|0|0|,0|0|0|,361|0|39|,0|0|0|,0|0|0|,351|0|37|,6|0|19|,0|0|0|
91,0|1|2|,345|0|18|,31.0|nan|31.0|,0.0|nan|0.0|,31.0|53.0|92.0|,345|0|18|,31.0|nan|31.0|,0.0|nan|0.0|,0|345|18|,0|0|0|,0|345|18|,0|0|0|,0|345|18|,0|0|0|,0|0|0|,0|345|18|,0|0|0|,0|0|0|,0|345|18|,0|12|5|,0|0|0|
92,0|1|2|,0|333|13|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|333|13|,nan|31.0|31.0|,nan|0.0|0.0|,0|0|346|,0|0|0|,3804|0|346|,0|0|0|,365|0|35|,0|0|0|,0|0|0|,365|0|35|,0|0|0|,0|0|0|,354|0|33|,7|0|11|,0|0|0|
93,0|1|2|,347|0|22|,31.0|nan|31.0|,0.0|nan|0.0|,31.0|53.0|92.0|,347|0|22|,31.0|nan|31.0|,0.0|nan|0.0|,0|347|22|,0|0|0|,0|347|22|,0|0|0|,0|347|22|,0|0|0|,0|0|0|,0|347|22|,0|0|0|,0|0|0|,0|347|22|,0|14|9|,0|0|0|
94,0|1|2|,0|333|13|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|333|13|,nan|31.0|31.0|,nan|0.0|0.0|,0|0|346|,0|0|0|,3094|0|346|,0|0|0|,355|0|44|,0|0|0|,0|0|0|,355|0|44|,0|0|0|,0|0|0|,348|0|44|,6|0|14|,0|0|0|
95,0|1|2|,342|0|30|,31.0|nan|31.0|,0.0|nan|0.0|,31.0|53.0|92.0|,342|0|30|,31.0|nan|31.0|,0.0|nan|0.0|,0|342|30|,0|0|0|,0|342|30|,0|0|0|,0|342|30|,0|0|0|,0|0|0|,0|342|30|,0|0|0|,0|0|0|,0|342|30|,0|20|11|,0|0|0|
96,0|1|2|,0|322|19|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|322|19|,nan|31.0|31.0|,nan|0.0|0.0|,0|0|341|,0|0|0|,3689|0|341|,0|0|0|,370|0|30|,0|0|0|,0|0|0|,370|0|30|,0|0|0|,0|0|0|,363|0|30|,11|0|13|,0|0|0|
97,0|1|2|,352|0|17|,31.0|nan|31.0|,0.0|nan|0.0|,31.0|53.0|92.0|,352|0|17|,31.0|nan|31.0|,0.0|nan|0.0|,0|352|17|,0|0|0|,0|352|17|,0|0|0|,0|352|17|,0|0|0|,0|0|0|,0|352|17|,0|0|0|,0|0|0|,0|352|17|,0|20|11|,0|0|0|
98,0|1|2|,0|332|6|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|332|6|,nan|31.0|31.0|,nan|0.0|0.0|,0|0|338|,0|0|0|,3397|0|338|,0|0|0|,355|0|45|,0|0|0|,0|0|0|,355|0|45|,0|0|0|,0|0|0|,342|0|45|,3|0|13|,0|0|0|
99,0|1|2|,339|0|32|,31.0|nan|31.0|,0.0|nan|0.0|,31.0|53.0|92.0|,339|0|32|,31.0|nan|31.0|,0.0|nan|0.0|,0|339|32|,0|0|0|,0|339|32|,0|0|0|,0|339|32|,0|0|0|,0|0|0|,0|339|32|,0|0|0|,0|0|0|,0|339|32|,0|23|13|,0|0|0|
100,0|1|2|,0|316|19|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|316|19|,nan|31.0|31.0|,nan|0.0|0.0|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|
